rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/actor_loss,train/critic_loss,time/episodes,time/fps,time/total_timesteps
856.75,-12.074061499999997,67,3326,0.369783490896225,-1.684971570968628,0.0003,-6.172557830810547,0.02619069069623947,4,50,3427
888.75,-14.374270749999997,147,7009,0.12374301254749298,-3.2955548763275146,0.0003,-7.287065505981445,0.07941433042287827,8,48,7110
892.4166666666666,-15.497151,225,10608,0.04386426508426666,-3.6520514488220215,0.0003,-5.96340799331665,0.19637662172317505,12,47,10709
773.6875,8.050748562500003,261,12278,0.028767764568328857,-2.2946221828460693,0.0003,-7.9579081535339355,0.266485333442688,16,47,12379
693.65,22.403436450000004,295,13772,0.02093920111656189,-0.2769166827201843,0.0003,-8.711122512817383,8.2076997756958,20,46,13873
605.0833333333334,34.171017875000004,309,14421,0.01915784366428852,0.2579919397830963,0.0003,-6.640988349914551,0.23467260599136353,24,46,14522
541.6785714285714,42.77710664285714,323,15066,0.01871032640337944,-0.3714449107646942,0.0003,-9.789128303527832,1.0264952182769775,28,46,15167
493.40625,49.1730995625,338,15688,0.019020579755306244,0.5376316905021667,0.0003,-9.193082809448242,2.0656626224517822,32,46,15789
486.5833333333333,52.040878888888884,375,17416,0.02773386985063553,0.3623504936695099,0.0003,-8.339448928833008,0.5072195529937744,36,46,17517
462.175,55.768009325,397,18386,0.03432367742061615,0.9064729809761047,0.0003,-16.010723114013672,1.3255174160003662,40,46,18487
434.34090909090907,58.94050470454547,410,19010,0.03836404159665108,0.1271248757839203,0.0003,-12.81618595123291,0.9167420864105225,44,46,19111
411.3333333333333,61.64075552083333,424,19643,0.039997395128011703,0.3595822751522064,0.0003,-14.790399551391602,1.256147861480713,48,46,19744
391.15384615384613,63.997538038461535,437,20239,0.04349547252058983,0.8816623687744141,0.0003,-21.975671768188477,0.73630690574646,52,46,20340
372.82142857142856,66.01942389285715,449,20777,0.05173557624220848,1.6528863906860352,0.0003,-17.677234649658203,0.8541260957717896,56,46,20878
354.93333333333334,67.82284711666667,459,21195,0.05905816704034805,0.7825361490249634,0.0003,-18.359804153442383,0.7481043338775635,60,46,21296
339.5625,69.4268338125,468,21631,0.06470406800508499,0.2692588269710541,0.0003,-19.336021423339844,0.7160158157348633,64,46,21732
