rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/actor_loss,train/critic_loss,time/episodes,time/fps,time/total_timesteps
926.5,-24.2400715,71,3605,0.3415243923664093,-1.7295278310775757,0.0003,-6.480303764343262,0.011543333530426025,4,51,3706
900.625,-11.945073125,144,7104,0.12217286974191666,-2.927670955657959,0.0003,-9.669295310974121,0.13993865251541138,8,49,7205
881.5,-4.841518083333334,215,10477,0.04918130859732628,-2.3799540996551514,0.0003,-11.98457145690918,0.7048800587654114,12,49,10578
814.8125,8.36222225,267,12936,0.028672564774751663,-0.20168332755565643,0.0003,-12.09549331665039,1.850144386291504,16,48,13037
717.8,22.79131505,295,14255,0.02198353037238121,-0.2605249881744385,0.0003,-10.001383781433105,1.603949785232544,20,48,14356
641.5416666666666,33.67831941666667,318,15296,0.019571062177419662,1.3946138620376587,0.0003,-11.820501327514648,1.7017855644226074,24,48,15397
577.9642857142857,42.02644703571429,334,16082,0.019733818247914314,-1.01228928565979,0.0003,-10.299749374389648,1.1014368534088135,28,48,16183
519.71875,48.369866093750005,344,16530,0.019888820126652718,-0.3936300575733185,0.0003,-9.398513793945312,1.0022727251052856,32,48,16631
480.0,53.36786725,359,17179,0.022311052307486534,2.4037296772003174,0.0003,-17.770462036132812,2.3253533840179443,36,48,17280
460.35,56.634716875,382,18313,0.029879776760935783,0.6200332641601562,0.0003,-15.655973434448242,1.6375526189804077,40,48,18414
432.1136363636364,59.83870195454546,395,18912,0.035542719066143036,2.3053956031799316,0.0003,-19.568790435791016,1.5385994911193848,44,48,19013
407.3333333333333,62.56504277083334,406,19451,0.040062256157398224,-0.8185350298881531,0.0003,-19.723121643066406,19.361244201660156,48,48,19552
384.5576923076923,64.96294082692307,416,19896,0.04441814869642258,1.741502285003662,0.0003,-21.27069091796875,1.544924259185791,52,47,19997
365.89285714285717,66.9356030357143,427,20389,0.05059552192687988,1.854432225227356,0.0003,-24.313745498657227,1.1346378326416016,56,47,20490
349.3333333333333,68.6858467,437,20859,0.05764862895011902,2.269190788269043,0.0003,-22.117305755615234,1.2992348670959473,60,47,20960
335.375,70.053759125,448,21363,0.06558627635240555,0.8308336138725281,0.0003,-26.678312301635742,0.9052786231040955,64,47,21464
322.13235294117646,71.36512439705882,457,21804,0.07236149162054062,0.36179739236831665,0.0003,-24.987394332885742,5.799205780029297,68,47,21905
311.25,72.54766559722222,468,22309,0.0802837610244751,0.3538214862346649,0.0003,-32.52511215209961,1.1834690570831299,72,47,22410
301.5921052631579,73.6285587763158,480,22820,0.08451514691114426,-0.8684189915657043,0.0003,-28.49921417236328,1.1599617004394531,76,47,22921
291.7875,74.6233133375,489,23242,0.0872851014137268,0.5603535175323486,0.0003,-36.60027313232422,7.710528373718262,80,47,23343
282.42857142857144,75.53151017857142,497,23623,0.09154617041349411,0.9793463945388794,0.0003,-34.361846923828125,0.7155908346176147,84,47,23724
275.1136363636364,76.33950580681818,507,24109,0.09574565291404724,0.7206018567085266,0.0003,-27.67654037475586,5.721970558166504,88,47,24210
269.0108695652174,77.02454245652174,519,24648,0.10573483258485794,-0.44200533628463745,0.0003,-42.79807662963867,0.5294758081436157,92,47,24749
264.3854166666667,77.62336505208333,532,25280,0.12331029027700424,1.236514925956726,0.0003,-38.10602951049805,0.43538278341293335,96,47,25381
258.16,78.27290665999999,543,25715,0.13575486838817596,1.225317120552063,0.0003,-45.19826889038086,0.7660778760910034,100,47,25816
223.96,83.02792614999998,549,26001,0.14382153749465942,1.048400640487671,0.0003,-32.1685676574707,0.4163532555103302,104,47,26102
197.77,86.48377048,567,26881,0.15933512151241302,-0.3262229561805725,0.0003,-36.9300422668457,0.7163213491439819,108,47,26982
168.46,89.83295760000001,577,27323,0.16678912937641144,0.30135950446128845,0.0003,-41.18358612060547,0.761193037033081,112,47,27424
156.5,89.87567197999999,604,28586,0.18413978815078735,0.10117846727371216,0.0003,-47.53064727783203,1.5759494304656982,116,47,28687
149.57,90.25969614000002,618,29212,0.18463073670864105,-0.38528478145599365,0.0003,-49.05374526977539,0.7230921983718872,120,47,29313
144.02,90.43610568,628,29698,0.18135730922222137,-0.5193643569946289,0.0003,-43.68919372558594,0.43995124101638794,124,47,29799
139.21,90.51985087000001,635,30003,0.1759285032749176,0.330737829208374,0.0003,-44.86619186401367,0.5354863405227661,128,47,30104
137.95,90.59280644999998,642,30325,0.17112107574939728,-0.206003800034523,0.0003,-47.571067810058594,0.6522738933563232,132,47,30426
