train/n_updates,time/total_timesteps,train/actor_loss,train/ent_coef_loss,time/fps,train/critic_loss,rollout/ep_len_mean,train/ent_coef,rollout/ep_rew_mean,train/learning_rate,time/episodes,time/time_elapsed
699,800,26.15464973449707,-0.33308398723602295,67,0.18995730578899384,200.0,0.811979353427887,-1564.4152050000002,0.0003,4,11
1499,1600,51.78327560424805,-0.6476430296897888,59,0.3133731484413147,200.0,0.6450792551040649,-1509.763762,0.0003,8,26
2299,2400,73.40882873535156,-0.7171239256858826,57,0.4436795115470886,200.0,0.5270183086395264,-1390.7977379166668,0.0003,12,41
3099,3200,82.71664428710938,-0.5796454548835754,56,0.7446610927581787,200.0,0.4439173638820648,-1242.8096225,0.0003,16,56
3899,4000,98.58998107910156,-0.5979763269424438,56,2.1244897842407227,200.0,0.379858136177063,-1147.81381675,0.0003,20,70
4699,4800,99.65220642089844,-0.2944410443305969,56,1.238267421722412,200.0,0.3269670903682709,-986.9287664999998,0.0003,24,85
5499,5600,110.83087921142578,-0.32702553272247314,55,2.259934425354004,200.0,0.2824551463127136,-868.478219392857,0.0003,28,100
6299,6400,115.92149353027344,-0.12609140574932098,55,1.095976710319519,200.0,0.24721840023994446,-771.3653072500001,0.0003,32,115
7099,7200,108.10456848144531,-0.49813199043273926,55,3.3914108276367188,200.0,0.2151769995689392,-699.5094107222224,0.0003,36,130
7899,8000,104.28890228271484,-0.5546748638153076,55,2.673250436782837,200.0,0.19159965217113495,-647.28585375,0.0003,40,144
8699,8800,94.70406341552734,-0.34252288937568665,55,2.482220411300659,200.0,0.17218393087387085,-593.9285642272728,0.0003,44,159
9499,9600,85.69677734375,-0.636282742023468,55,2.6897597312927246,200.0,0.15082676708698273,-551.9893622916667,0.0003,48,174
10299,10400,86.41202545166016,-1.0589200258255005,55,4.771595001220703,200.0,0.1369665265083313,-525.0628731346155,0.0003,52,189
11099,11200,73.88043975830078,0.3903658390045166,54,5.087621688842773,200.0,0.12846212089061737,-494.2304531964286,0.0003,56,203
11899,12000,87.3545913696289,0.37038055062294006,54,2.1240687370300293,200.0,0.11763925850391388,-473.18777709999995,0.0003,60,218
12699,12800,55.47061538696289,-0.8984710574150085,54,1.7139959335327148,200.0,0.10952293872833252,-470.5268535625,0.0003,64,233
13499,13600,63.25969314575195,0.2429296374320984,54,3.0135533809661865,200.0,0.10392396152019501,-451.90662036764706,0.0003,68,247
14299,14400,59.139461517333984,-0.4834398031234741,54,4.265348434448242,200.0,0.0985552966594696,-444.8983063888889,0.0003,72,262
15099,15200,73.02108764648438,0.6378175616264343,54,1.606675624847412,200.0,0.09424374997615814,-432.2034729473685,0.0003,76,277
15899,16000,58.15118408203125,-0.9766305088996887,54,8.832196235656738,200.0,0.09193070977926254,-416.6282319375,0.0003,80,291
16699,16800,74.60967254638672,0.8690032958984375,54,2.492206573486328,200.0,0.09047035127878189,-403.34901376190476,0.0003,84,306
17499,17600,59.740577697753906,-0.9834715127944946,54,3.1354403495788574,200.0,0.08536180853843689,-389.13331615909095,0.0003,88,321
18299,18400,54.75115966796875,0.22025848925113678,54,4.425243377685547,200.0,0.07897066324949265,-378.74150283695656,0.0003,92,335
19099,19200,55.87013244628906,0.8447800874710083,54,3.0041286945343018,200.0,0.07290323078632355,-366.6585088541667,0.0003,96,350
19899,20000,51.603519439697266,0.14853551983833313,54,3.177757978439331,200.0,0.06545842438936234,-358.07693470000004,0.0003,100,365
20699,20800,37.05415344238281,-1.1580452919006348,54,2.712773323059082,200.0,0.06071599945425987,-301.34960803,0.0003,104,380
21499,21600,48.25040054321289,0.4776947796344757,54,1.697784662246704,200.0,0.05511383339762688,-247.99025596000004,0.0003,108,395
22299,22400,59.14833068847656,0.4704519510269165,54,3.547379493713379,200.0,0.05096965283155441,-206.65774455,0.0003,112,409
23099,23200,48.44283676147461,0.9446716904640198,54,2.2699990272521973,200.0,0.046584825962781906,-179.67320559,0.0003,116,424
23899,24000,40.45579528808594,0.6448307633399963,54,2.6414849758148193,200.0,0.04306655377149582,-154.78831576000002,0.0003,120,438
24699,24800,40.76814270019531,1.0680994987487793,54,3.742581605911255,200.0,0.04387148097157478,-153.48838874,0.0003,124,453
25499,25600,44.13291931152344,0.6485834121704102,54,2.1093180179595947,200.0,0.04747362807393074,-153.05303575000002,0.0003,128,468
26299,26400,35.010398864746094,-0.8979470729827881,54,1.588279128074646,200.0,0.04785472899675369,-154.12198612000003,0.0003,132,483
27099,27200,39.585731506347656,-0.016008779406547546,54,4.0152974128723145,200.0,0.04368174448609352,-155.31280116999997,0.0003,136,497
27899,28000,36.61045455932617,-0.28182196617126465,54,3.161104679107666,200.0,0.04136066138744354,-155.58024964,0.0003,140,512
28699,28800,30.389236450195312,-0.679293155670166,54,6.8004255294799805,200.0,0.03777719661593437,-156.69198118000003,0.0003,144,527
29499,29600,32.808128356933594,-0.493937224149704,54,2.3891875743865967,200.0,0.03407787159085274,-157.87291127,0.0003,148,541
