train/n_updates,time/total_timesteps,train/actor_loss,train/ent_coef_loss,time/fps,train/critic_loss,rollout/ep_len_mean,train/ent_coef,rollout/ep_rew_mean,train/learning_rate,time/episodes,time/time_elapsed
699,800,22.180355072021484,-0.34001845121383667,45,0.2328932285308838,200.0,0.8121960163116455,-1386.2755977499999,0.0003,4,17
1499,1600,50.478824615478516,-0.6059967875480652,41,0.20236799120903015,200.0,0.6471332311630249,-1447.834738875,0.0003,8,38
2299,2400,69.99861907958984,-0.6837971210479736,40,0.38731104135513306,200.0,0.5320178270339966,-1329.583773666667,0.0003,12,58
3099,3200,82.20270538330078,-0.4480386972427368,40,0.7554231286048889,200.0,0.4485738277435303,-1223.375265125,0.0003,16,79
3899,4000,89.73745727539062,-0.3926145136356354,39,1.7503265142440796,200.0,0.38652780652046204,-1086.14250365,0.0003,20,100
4699,4800,91.2613754272461,-0.07284527271986008,40,1.6017177104949951,200.0,0.3352242112159729,-953.3245582083333,0.0003,24,119
5499,5600,100.95796203613281,0.0361514687538147,41,1.3958022594451904,200.0,0.29003438353538513,-843.5482137857143,0.0003,28,136
6299,6400,101.2890396118164,0.20492838323116302,41,2.4507389068603516,200.0,0.25272300839424133,-760.77489234375,0.0003,32,152
7099,7200,96.45640563964844,-0.26055270433425903,42,2.398643732070923,200.0,0.22148270905017853,-689.9010687499999,0.0003,36,169
7899,8000,90.1667709350586,-0.14025509357452393,42,2.326711893081665,200.0,0.19681330025196075,-636.0897859250001,0.0003,40,187
8699,8800,84.06458282470703,-1.145026683807373,43,3.0293238162994385,200.0,0.16941484808921814,-581.2298392045454,0.0003,44,203
9499,9600,59.76750946044922,-0.1934661865234375,43,4.608409881591797,200.0,0.14624164998531342,-543.1275975625,0.0003,48,221
10299,10400,76.19549560546875,0.025165706872940063,43,3.667121648788452,200.0,0.12931106984615326,-516.6752190769231,0.0003,52,238
11099,11200,71.19784545898438,-0.59663325548172,43,2.012718677520752,200.0,0.11733338236808777,-490.5260245535714,0.0003,56,256
11899,12000,75.04581451416016,-0.3281891942024231,43,3.0674192905426025,200.0,0.10503360629081726,-466.08861986666665,0.0003,60,273
12699,12800,42.30731201171875,-0.7398287653923035,44,3.0388429164886475,200.0,0.09431415051221848,-446.05582103125005,0.0003,64,289
13499,13600,57.175899505615234,-0.029472708702087402,44,1.3350669145584106,200.0,0.08458986133337021,-427.4749369264706,0.0003,68,306
14299,14400,43.390995025634766,-0.6757047772407532,44,1.7361817359924316,200.0,0.07674013823270798,-410.4163856944445,0.0003,72,322
15099,15200,57.51078414916992,-0.4942322373390198,44,1.6020234823226929,200.0,0.06930547207593918,-399.5079804078949,0.0003,76,339
15899,16000,45.51762390136719,-0.7889761328697205,44,2.3221616744995117,200.0,0.0628451332449913,-388.496506425,0.0003,80,356
16699,16800,55.159271240234375,0.8028083443641663,45,1.2655891180038452,200.0,0.05738594010472298,-374.3904342619048,0.0003,84,373
17499,17600,53.648345947265625,-0.43929553031921387,45,1.1438285112380981,200.0,0.05332509055733681,-361.62359442045454,0.0003,88,390
18299,18400,38.57674026489258,0.5284707546234131,45,0.9833054542541504,200.0,0.048315778374671936,-352.4893089673913,0.0003,92,407
19099,19200,37.47929000854492,-0.7182741165161133,45,0.5764894485473633,200.0,0.04802548885345459,-345.1177766354167,0.0003,96,423
19899,20000,44.148433685302734,-0.66539466381073,45,1.7420567274093628,200.0,0.04758670926094055,-337.2324601100001,0.0003,100,441
20699,20800,37.368385314941406,-0.48405319452285767,45,2.677432060241699,200.0,0.0445416197180748,-290.19907273000007,0.0003,104,458
21499,21600,39.71442413330078,0.9097908139228821,45,1.286882996559143,200.0,0.0438041165471077,-239.10036045,0.0003,108,474
22299,22400,52.03764343261719,0.5379563570022583,45,0.8850963711738586,200.0,0.04013938084244728,-202.48452778000004,0.0003,112,492
23099,23200,45.29359817504883,0.9961796998977661,45,1.7963855266571045,200.0,0.03631919249892235,-169.97087177000006,0.0003,116,509
23899,24000,35.160430908203125,-1.185968041419983,45,0.525707483291626,200.0,0.036669306457042694,-156.29988636,0.0003,120,526
24699,24800,32.34937286376953,0.1719406545162201,45,1.7286500930786133,200.0,0.03361620754003525,-149.40724363,0.0003,124,543
25499,25600,37.37458801269531,-1.0719528198242188,45,1.1991897821426392,200.0,0.03288453817367554,-148.14297171,0.0003,128,560
26299,26400,31.46607780456543,-0.188262939453125,45,0.9406653046607971,200.0,0.03155243396759033,-144.54924377,0.0003,132,576
27099,27200,33.025516510009766,-0.5737042427062988,45,1.4543960094451904,200.0,0.03088565357029438,-146.84299331000003,0.0003,136,593
27899,28000,37.98045349121094,-0.3003995418548584,45,2.0301270484924316,200.0,0.029447507113218307,-147.97989706999996,0.0003,140,610
28699,28800,33.63387680053711,0.21578091382980347,45,1.2276376485824585,200.0,0.027566438540816307,-151.48429722999998,0.0003,144,627
29499,29600,34.69614028930664,-2.7286744117736816,45,2.519446611404419,200.0,0.02601538598537445,-153.78166186,0.0003,148,644
