train/actor_loss,time/time_elapsed,train/critic_loss,train/ent_coef_loss,train/n_updates,train/learning_rate,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,time/episodes
-6.313270568847656,81,0.0017973757348954678,-2.016002655029297,3895,0.0003,48,-41.23253175,3996,999.0,0.31103309988975525,4
-6.496119022369385,167,0.0005293955327942967,-3.7568252086639404,7891,0.0003,47,-46.48324125,7992,999.0,0.09424487501382828,8
-5.425806522369385,252,8.153718954417855e-05,-5.0531134605407715,11887,0.0003,47,-44.02508541666666,11988,999.0,0.029500886797904968,12
-4.325544357299805,338,1.1081589036621153e-05,-3.7444686889648438,15883,0.0003,47,-45.82888775,15984,999.0,0.009938652627170086,16
-3.448897361755371,430,1.0040175766334869e-05,-3.2212576866149902,19879,0.0003,46,-46.179357849999995,19980,999.0,0.0037155672907829285,20
-2.8356423377990723,506,0.00033860543044283986,-0.479682981967926,23401,0.0003,46,-38.66326375,23502,979.25,0.0023909269366413355,24
-2.33528208732605,583,0.0008298565517179668,-1.2558326721191406,26839,0.0003,46,-35.721563607142855,26940,962.1428571428571,0.002915739780291915,28
-2.1223111152648926,663,0.008849789388477802,2.439288854598999,30507,0.0003,46,-32.84792459375,30608,956.5,0.0035771660041064024,32
-2.0575716495513916,719,0.018627697601914406,1.537571668624878,33055,0.0003,46,-23.5576495,33156,921.0,0.008250074461102486,36
-1.4055869579315186,766,0.010854708030819893,-1.3769526481628418,35158,0.0003,45,-12.772433149999998,35259,881.475,0.009114794433116913,40
-2.4320993423461914,789,0.1747528314590454,-1.3461434841156006,36191,0.0003,45,-3.829936409090907,36292,824.8181818181819,0.00630631297826767,44
-4.514492511749268,810,0.09066952019929886,-0.8528876304626465,37189,0.0003,45,3.99657975,37290,776.875,0.005498502403497696,48
-3.824188709259033,831,0.31791430711746216,1.2280367612838745,38096,0.0003,45,10.812814596153848,38197,734.5576923076923,0.00535455672070384,52
-4.542343616485596,846,0.7613152265548706,1.2665718793869019,38757,0.0003,45,16.672855732142857,38858,693.8928571428571,0.006494975183159113,56
-4.712364196777344,866,0.215624138712883,1.1154354810714722,39711,0.0003,45,21.6572962,39812,663.5333333333333,0.008128724992275238,60
-4.388808250427246,879,0.6668807864189148,0.7860726714134216,40275,0.0003,45,26.098971828125,40376,630.875,0.009165849536657333,64
-4.619925498962402,893,0.9864840507507324,1.5675352811813354,40878,0.0003,45,30.054783411764703,40979,602.6323529411765,0.01086594257503748,68
-9.641342163085938,903,1.1690075397491455,1.9590046405792236,41327,0.0003,45,33.625432527777775,41428,575.3888888888889,0.012523099780082703,72
-7.488810062408447,937,0.9412064552307129,2.406691551208496,42890,0.0003,45,34.710770671052636,42991,565.671052631579,0.021056020632386208,76
-13.213719367980957,957,3.352273941040039,2.515430212020874,43746,0.0003,45,37.563195875,43847,548.0875,0.027872305363416672,80
-13.162569046020508,976,0.9324843883514404,2.6731319427490234,44607,0.0003,45,40.04046759523809,44708,532.2380952380952,0.03621622547507286,84
-19.192520141601562,985,0.7439076900482178,3.2843894958496094,45024,0.0003,45,42.40811685227273,45125,512.7840909090909,0.04121959209442139,88
-18.814096450805664,994,0.5767612457275391,1.7751195430755615,45430,0.0003,45,44.57005034782608,45531,494.9021739130435,0.046877916902303696,92
-18.964374542236328,1010,0.6832967400550842,0.9207873940467834,46017,0.0003,45,46.50147922916667,46118,480.3958333333333,0.0551178939640522,96
-21.810272216796875,1019,1.2193334102630615,1.2848700284957886,46422,0.0003,45,48.36715161000001,46523,465.23,0.06200553476810455,100
-15.237561225891113,1040,0.5946218371391296,-0.2704574763774872,47384,0.0003,45,53.58725451,47485,434.89,0.07942467927932739,104
-23.71812629699707,1048,0.628689706325531,2.015953302383423,47764,0.0003,45,59.398862019999996,47865,398.73,0.08713962882757187,108
-18.771013259887695,1058,0.8024930357933044,0.8109095692634583,48176,0.0003,45,64.70752970000001,48277,362.89,0.09585385024547577,112
-26.919403076171875,1070,0.569398820400238,0.9195456504821777,48682,0.0003,45,70.47425618999999,48783,327.99,0.10612272471189499,116
-22.508277893066406,1079,1.781031608581543,-0.5485665798187256,49104,0.0003,45,76.09469469000001,49205,292.25,0.11314064264297485,120
-24.694761276245117,1088,0.6092461347579956,-0.4210086464881897,49491,0.0003,45,79.95100308,49592,260.9,0.1206911951303482,124
-25.699689865112305,1095,0.5918675661087036,1.176863193511963,49801,0.0003,45,84.46400820000001,49902,229.62,0.1272786408662796,128
-28.5419921875,1103,0.5601983666419983,0.6439163684844971,50178,0.0003,45,88.71273013,50279,196.71,0.13457857072353363,132
-31.125009536743164,1110,0.6013007164001465,0.29558271169662476,50492,0.0003,45,90.45965154000001,50593,174.37,0.1409863531589508,136
-31.720115661621094,1118,0.4825431704521179,0.22369636595249176,50841,0.0003,45,90.87169599999999,50942,156.83,0.14816509187221527,140
-42.34991455078125,1139,1.6799405813217163,0.5062334537506104,51719,0.0003,45,90.92837555,51820,155.28,0.16357049345970154,144
-32.6346435546875,1146,0.6077032089233398,0.5307401418685913,52027,0.0003,45,91.11266503,52128,148.38,0.16919830441474915,148
-32.948394775390625,1161,0.8071537017822266,0.4440803527832031,52719,0.0003,45,91.06900374000001,52820,146.23,0.18937885761260986,152
-35.274375915527344,1174,2.08514404296875,-0.03308519721031189,53268,0.0003,45,91.0017532,53369,145.11,0.2071983367204666,156
-35.84821701049805,1191,0.8913499712944031,-0.27589333057403564,53987,0.0003,45,91.02503299999998,54088,142.76,0.2190316915512085,160
-38.30945587158203,1212,0.6601230502128601,0.3746323585510254,54896,0.0003,45,90.76062242000002,54997,146.21,0.21460580825805664,164
-37.20161437988281,1220,0.43259087204933167,0.15113958716392517,55242,0.0003,45,90.79237011000001,55343,143.64,0.21049784123897552,168
-39.718589782714844,1229,0.30541175603866577,-0.17977353930473328,55643,0.0003,45,90.78860939,55744,143.16,0.2018657773733139,172
-39.74005126953125,1238,0.5684003829956055,0.4288584291934967,56059,0.0003,45,92.34402291999999,56160,131.69,0.1879819929599762,176
-44.110713958740234,1247,9.681953430175781,-0.11678899824619293,56383,0.0003,45,92.42393884,56484,126.37,0.17391778528690338,180
-43.117584228515625,1254,0.4262884855270386,-0.8983238339424133,56702,0.0003,45,92.61193893000001,56803,120.95,0.16181468963623047,184
-36.3821907043457,1262,0.5826531052589417,-0.5011167526245117,57033,0.0003,45,92.71394618000001,57134,120.09,0.15097194910049438,188
-40.24675750732422,1269,0.6546655893325806,-0.3903699815273285,57337,0.0003,45,92.81200215999999,57438,119.07,0.14121626317501068,192
-39.64628601074219,1276,0.3082958459854126,-0.6899175643920898,57667,0.0003,45,92.95522227000001,57768,116.5,0.1316182017326355,196
-43.54821014404297,1288,0.37002402544021606,-0.7563116550445557,58187,0.0003,45,92.94362517000002,58288,117.65,0.11554545164108276,200
-39.66291809082031,1298,0.28731292486190796,-0.8495928049087524,58594,0.0003,45,93.11303614,58695,112.1,0.10269127041101456,204
-41.186771392822266,1306,0.23497945070266724,-0.7457996606826782,58911,0.0003,45,93.13453347000002,59012,111.47,0.09473077207803726,208
-43.592594146728516,1317,0.5188446640968323,-0.6224162578582764,59397,0.0003,45,93.10140198000003,59498,112.21,0.08360552787780762,212
-41.958065032958984,1325,1.3565598726272583,-0.4150967597961426,59760,0.0003,45,93.14839045000001,59861,110.78,0.07598371803760529,216
-44.19873809814453,1336,0.30577683448791504,0.42390918731689453,60218,0.0003,45,93.17723031999999,60319,111.14,0.07032641768455505,220
-45.0164794921875,1345,0.39534902572631836,-0.19014179706573486,60609,0.0003,45,93.14547525,60710,111.18,0.06815838068723679,224
-40.19612121582031,1355,0.4156982898712158,-0.28006309270858765,61064,0.0003,45,93.0937494,61165,112.63,0.06907814741134644,228
-49.10408020019531,1368,1.0766316652297974,0.8745469450950623,61575,0.0003,45,93.08989605999999,61676,113.97,0.0736900344491005,232
