rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/ent_coef_loss,train/actor_loss,time/time_elapsed,train/critic_loss,train/ent_coef,train/learning_rate,time/episodes
50.0,99,-43.244413249999994,200,90,-0.09681136906147003,-1.5817816257476807,2,0.2873249351978302,0.9709481000900269,0.0003,4
50.0,299,-43.636647374999995,400,64,-0.2968154549598694,-1.748185396194458,6,0.24132037162780762,0.9143263101577759,0.0003,8
50.0,499,-43.73865133333333,600,58,-0.5061563849449158,-1.881252408027649,10,0.12702642381191254,0.8610149621963501,0.0003,12
50.0,699,-43.989431875,800,55,-0.7006168961524963,-1.8918216228485107,14,0.17537075281143188,0.8107505440711975,0.0003,16
50.0,899,-43.4572663,1000,53,-0.892662763595581,-1.9094523191452026,18,0.11067967116832733,0.763667643070221,0.0003,20
50.0,1099,-42.475298208333335,1200,52,-1.0513181686401367,-1.989915132522583,22,0.09601709246635437,0.7196736931800842,0.0003,24
50.0,1299,-41.345367749999994,1400,52,-1.2057255506515503,-2.1516528129577637,26,0.16993507742881775,0.6785058975219727,0.0003,28
50.0,1499,-40.526415625,1600,50,-1.4554213285446167,-1.970963478088379,31,0.06835369765758514,0.6398311257362366,0.0003,32
50.0,1699,-40.00484655555555,1800,49,-1.5938591957092285,-1.9995718002319336,36,0.038556408137083054,0.6034975647926331,0.0003,36
50.0,1899,-39.024100925000006,2000,48,-1.743194341659546,-1.8161725997924805,41,0.04445204138755798,0.5692983269691467,0.0003,40
50.0,2099,-38.19659095454546,2200,48,-1.8692753314971924,-1.61081063747406,45,0.04384821653366089,0.5371936559677124,0.0003,44
50.0,2299,-37.75888029166667,2400,48,-2.0788776874542236,-1.64899742603302,49,0.03126140311360359,0.5069304704666138,0.0003,48
50.0,2499,-36.85928911538462,2600,47,-2.222130298614502,-1.4702483415603638,54,0.033360689878463745,0.4784744381904602,0.0003,52
50.0,2699,-36.20980591071429,2800,47,-2.224307060241699,-1.2029588222503662,58,0.035803113132715225,0.4517158269882202,0.0003,56
50.0,2899,-35.56861076666666,3000,47,-2.5034618377685547,-1.0507774353027344,63,0.03754311054944992,0.4265452027320862,0.0003,60
50.0,3099,-34.8736675625,3200,47,-2.739071846008301,-0.7825555205345154,67,0.030824264511466026,0.4029095470905304,0.0003,64
50.0,3299,-34.13641110294117,3400,46,-2.9002325534820557,-0.6314663290977478,72,0.024975912645459175,0.38064810633659363,0.0003,68
50.0,3499,-33.70928305555556,3600,46,-2.92726993560791,-0.41271156072616577,76,0.018860500305891037,0.35963690280914307,0.0003,72
50.0,3699,-33.24891442105263,3800,46,-2.962705135345459,-0.22250691056251526,81,0.015570427291095257,0.33993667364120483,0.0003,76
50.0,3899,-32.923342975000004,4000,46,-3.1497721672058105,0.06689725071191788,85,0.028156669810414314,0.3214227855205536,0.0003,80
50.0,4099,-32.37119948809525,4200,46,-3.2351536750793457,0.37982216477394104,90,0.027997441589832306,0.30393552780151367,0.0003,84
50.0,4299,-31.878447761363635,4400,46,-3.2389299869537354,0.5573163032531738,94,0.015720512717962265,0.28746405243873596,0.0003,88
50.0,4499,-31.36935978260869,4600,46,-3.6391193866729736,0.9001350402832031,99,0.016916874796152115,0.27193647623062134,0.0003,92
50.0,4699,-30.969388458333338,4800,46,-3.6377763748168945,0.9190458059310913,103,0.03552282229065895,0.25727829337120056,0.0003,96
50.0,4899,-30.517546460000002,5000,46,-3.4940571784973145,1.263437032699585,107,0.012610729783773422,0.2434377521276474,0.0003,100
50.0,5099,-29.546925670000004,5200,46,-3.7848145961761475,1.78416907787323,112,0.017262347042560577,0.23047521710395813,0.0003,104
50.0,5299,-28.60718746,5400,46,-3.831704616546631,1.8211486339569092,116,0.02704497054219246,0.21811462938785553,0.0003,108
50.0,5499,-27.69054667,5600,46,-3.4596219062805176,2.3005242347717285,120,0.013408629223704338,0.20647984743118286,0.0003,112
50.0,5699,-26.4809647,5800,46,-3.625396490097046,2.3995437622070312,125,0.014595960266888142,0.19551028311252594,0.0003,116
50.0,5899,-25.449553140000006,6000,46,-3.956740140914917,2.5383148193359375,129,0.016503021121025085,0.18515677750110626,0.0003,120
50.0,6099,-24.71345824,6200,46,-3.9855384826660156,2.7545576095581055,134,0.01873171329498291,0.17536744475364685,0.0003,124
50.0,6299,-23.949481030000005,6400,46,-3.6838643550872803,3.2327873706817627,138,0.016118764877319336,0.16614623367786407,0.0003,128
50.0,6499,-23.187546490000003,6600,46,-3.794757127761841,3.390791416168213,143,0.014540677890181541,0.15745048224925995,0.0003,132
50.0,6699,-22.379267600000002,6800,46,-4.004206657409668,3.760871171951294,147,0.014046983793377876,0.14921601116657257,0.0003,136
50.0,6899,-21.797844780000002,7000,45,-3.9881529808044434,3.8351056575775146,152,0.01607406698167324,0.14143943786621094,0.0003,140
50.0,7099,-21.136183919999997,7200,45,-3.9901504516601562,4.194451808929443,156,0.01992226392030716,0.13410945236682892,0.0003,144
50.0,7299,-20.52463119,7400,45,-3.837106943130493,4.39752721786499,161,0.019637655466794968,0.12721289694309235,0.0003,148
50.0,7499,-20.01121743,7600,45,-3.694584608078003,4.299825191497803,165,0.013267042115330696,0.12066573649644852,0.0003,152
50.0,7699,-19.504681390000002,7800,45,-3.8275859355926514,4.801997184753418,170,0.018159445375204086,0.1144963875412941,0.0003,156
50.0,7899,-19.04405557,8000,45,-4.146088600158691,5.139151573181152,174,0.01713753119111061,0.10863049328327179,0.0003,160
50.0,8099,-18.58496268,8200,45,-3.986988067626953,5.311676979064941,179,0.012080817483365536,0.10314588248729706,0.0003,164
50.0,8299,-18.1189296,8400,45,-3.912438154220581,5.423013687133789,183,0.015523364767432213,0.09793291985988617,0.0003,168
50.0,8499,-17.54789654,8600,45,-4.003366947174072,5.6606292724609375,188,0.021035749465227127,0.09300597757101059,0.0003,172
50.0,8699,-17.022016100000002,8800,45,-3.755128860473633,5.965463638305664,192,0.02509480156004429,0.08836516737937927,0.0003,176
50.0,8899,-16.526386530000003,9000,45,-3.238654851913452,6.040330410003662,197,0.016687991097569466,0.08398840576410294,0.0003,180
50.0,9099,-16.08314402,9200,45,-3.7995095252990723,6.251357555389404,201,0.024491306394338608,0.07984685152769089,0.0003,184
50.0,9299,-15.625635680000002,9400,45,-3.711404323577881,6.327239036560059,205,0.008943863213062286,0.07592149823904037,0.0003,188
50.0,9499,-15.253570629999999,9600,45,-3.1483988761901855,6.502202987670898,210,0.019935306161642075,0.07224613428115845,0.0003,192
50.0,9699,-14.882784430000005,9800,45,-3.638401508331299,6.93172550201416,214,0.02841189131140709,0.06879986822605133,0.0003,196
50.0,9899,-14.51757109,10000,45,-3.6695032119750977,7.100654602050781,218,0.01283617876470089,0.06551602482795715,0.0003,200
50.0,10099,-14.180663080000002,10200,45,-2.6818137168884277,7.067240238189697,223,0.01789030060172081,0.06240037456154823,0.0003,204
50.0,10299,-13.79096769,10400,45,-2.878945827484131,7.379311561584473,227,0.0242568738758564,0.05945326015353203,0.0003,208
50.0,10499,-13.360895109999996,10600,45,-3.422502040863037,7.593978404998779,231,0.020203903317451477,0.05668533593416214,0.0003,212
50.0,10699,-13.26164256,10800,45,-3.4904980659484863,7.325716972351074,235,0.02096341736614704,0.05404967814683914,0.0003,216
50.0,10899,-12.95598372,11000,45,-3.0444247722625732,7.905354976654053,240,0.02232908457517624,0.0515931099653244,0.0003,220
50.0,11099,-12.59842734,11200,45,-3.328221321105957,7.650230407714844,244,0.020133517682552338,0.04923241212964058,0.0003,224
50.0,11299,-12.27456444,11400,45,-2.40212082862854,7.937666893005371,248,0.024171825498342514,0.04703874513506889,0.0003,228
50.0,11499,-12.076713069999997,11600,45,-2.853086233139038,8.168705940246582,253,0.01643390581011772,0.04493032768368721,0.0003,232
50.0,11699,-11.759689549999997,11800,45,-3.0533010959625244,8.071303367614746,257,0.01953100599348545,0.042918458580970764,0.0003,236
50.0,11899,-11.37129731,12000,45,-2.512887954711914,8.556568145751953,262,0.018022749572992325,0.04106653854250908,0.0003,240
50.0,12099,-11.19076799,12200,45,-2.550467014312744,8.601563453674316,266,0.017141930758953094,0.03932850435376167,0.0003,244
50.0,12299,-10.90148383,12400,45,-1.2400633096694946,8.72575855255127,271,0.026732739061117172,0.03768496215343475,0.0003,248
50.0,12499,-10.798119629999999,12600,45,-2.147158622741699,8.874217987060547,276,0.02220309153199196,0.03614507615566254,0.0003,252
50.0,12699,-10.664357819999998,12800,45,-2.1219072341918945,8.556472778320312,280,0.011672441847622395,0.034722164273262024,0.0003,256
50.0,12899,-10.36627988,13000,45,-2.3556387424468994,9.215462684631348,285,0.040689196437597275,0.03332746773958206,0.0003,260
50.0,13099,-10.137114799999999,13200,45,-2.2295053005218506,9.077908515930176,289,0.020967166870832443,0.0320020355284214,0.0003,264
50.0,13299,-10.11730178,13400,45,-1.4770021438598633,9.257467269897461,294,0.032912902534008026,0.03080771118402481,0.0003,268
50.0,13499,-10.009112189999998,13600,45,-1.3321386575698853,8.980294227600098,299,0.009804110042750835,0.02966986410319805,0.0003,272
50.0,13699,-9.90011746,13800,45,-1.4032362699508667,9.377717971801758,303,0.017087889835238457,0.028599565848708153,0.0003,276
50.0,13899,-9.71335138,14000,45,-1.379186749458313,9.43381118774414,308,0.04857610911130905,0.02762523852288723,0.0003,280
