train/actor_loss,time/time_elapsed,train/critic_loss,train/ent_coef_loss,train/n_updates,train/learning_rate,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,time/episodes
-6.077707767486572,66,0.05051903799176216,-1.7372201681137085,3446,0.0003,53,-14.755006750000002,3547,886.75,0.35634350776672363,4
-7.400912284851074,146,0.11742538958787918,-3.0191650390625,7442,0.0003,51,-34.1018105,7543,942.875,0.10933496057987213,8
-5.759775161743164,219,0.1298520565032959,-2.7915399074554443,11091,0.0003,51,-28.9152265,11192,932.6666666666666,0.040838029235601425,12
-4.688315391540527,293,0.14770564436912537,-1.6008890867233276,14820,0.0003,50,-26.6663535,14921,932.5625,0.016743917018175125,16
-1.9378182888031006,372,0.030461015179753304,0.4972005784511566,18816,0.0003,50,-30.177479000000005,18917,945.85,0.0070011732168495655,20
-0.7321005463600159,450,0.029126577079296112,-0.4521350562572479,22694,0.0003,50,-28.295040166666666,22795,949.7916666666666,0.008768321014940739,24
-1.1446948051452637,527,0.036986079066991806,1.1587018966674805,26553,0.0003,50,-22.410832392857145,26654,951.9285714285714,0.016893887892365456,28
-2.3516855239868164,581,5.61305046081543,-1.0691181421279907,29225,0.0003,50,-12.519581531250001,29326,916.4375,0.016635969281196594,32
-0.7509847283363342,628,0.1548078954219818,-1.2688201665878296,31547,0.0003,50,-2.4972079722222236,31648,879.1111111111111,0.016226602718234062,36
-1.154146432876587,642,0.16489273309707642,-1.2116574048995972,32271,0.0003,50,6.684574550000001,32372,809.3,0.015149975195527077,40
-5.626165390014648,667,0.2264944612979889,-0.9657003283500671,33517,0.0003,50,14.147351204545457,33618,764.0454545454545,0.013340811245143414,44
-6.992478370666504,683,0.6241042613983154,-0.41465556621551514,34323,0.0003,50,20.64482966666667,34424,717.1666666666666,0.012738950550556183,48
-8.58839225769043,694,0.36159443855285645,-0.06081213057041168,34816,0.0003,50,26.312690076923083,34917,671.4807692307693,0.014037791639566422,52
-8.344130516052246,716,0.37243223190307617,0.7160639762878418,35383,0.0003,49,31.16385946428571,35484,633.6428571428571,0.01614953577518463,56
-4.219119548797607,733,0.46171829104423523,-0.460157573223114,35799,0.0003,48,35.31876803333333,35900,598.3333333333334,0.01827266812324524,60
-14.995993614196777,754,0.9098421931266785,1.9401721954345703,36310,0.0003,48,38.961860609374995,36411,568.921875,0.020919539034366608,64
-9.113163948059082,770,0.26428794860839844,0.9789172410964966,36699,0.0003,47,42.21004348529411,36800,541.1764705882352,0.023159828037023544,68
-11.811087608337402,790,0.6903852820396423,1.311901569366455,37202,0.0003,47,45.03348620833333,37303,518.0972222222222,0.026166638359427452,72
-18.148601531982422,807,2.4969401359558105,1.8102062940597534,37583,0.0003,46,47.63677584210526,37684,495.8421052631579,0.030930375680327415,76
-16.27373504638672,820,10.710068702697754,3.7482645511627197,37868,0.0003,46,49.98283965,37969,474.6125,0.035480573773384094,80
-16.438655853271484,835,0.5508338212966919,4.668613433837891,38234,0.0003,45,52.05481678571428,38335,456.3690476190476,0.04165780544281006,84
-13.472416877746582,845,0.5842616558074951,4.125406265258789,38569,0.0003,45,53.99522103409092,38670,439.4318181818182,0.04831743612885475,88
-21.073909759521484,862,0.5277695655822754,3.4107189178466797,39027,0.0003,45,55.68798485869565,39128,425.30434782608694,0.05761677771806717,92
-21.95538330078125,872,1.372374176979065,3.1096224784851074,39343,0.0003,45,57.27900041666667,39444,410.875,0.06423044949769974,96
-21.86810302734375,878,0.6508934497833252,3.241974353790283,39655,0.0003,45,58.74892897000001,39756,397.56,0.07100462913513184,100
-23.48549461364746,884,0.5787570476531982,3.4024641513824463,39962,0.0003,45,63.11338237,40063,365.16,0.0781223401427269,104
-27.502254486083984,893,0.7385557889938354,3.118913173675537,40376,0.0003,45,69.00855106,40477,329.34,0.08808215707540512,108
-26.797040939331055,902,0.9243496656417847,2.6175506114959717,40835,0.0003,45,73.44739033,40936,297.44,0.09984878450632095,112
-30.712961196899414,910,0.6874097585678101,2.5128021240234375,41230,0.0003,45,77.96798557,41331,264.1,0.11068053543567657,116
-27.656566619873047,916,2.776695966720581,2.095388889312744,41539,0.0003,45,83.49213179,41640,227.23,0.11932617425918579,120
-32.66215896606445,926,3.636796474456787,2.043534755706787,41967,0.0003,45,88.00302926000002,42068,192.73,0.13286960124969482,124
-27.635087966918945,934,0.8754395246505737,1.4248086214065552,42364,0.0003,45,91.22941783999998,42465,158.11,0.14476372301578522,128
-31.14087677001953,941,0.5430933237075806,0.956220269203186,42751,0.0003,45,92.68153224999998,42852,135.26,0.1565304547548294,132
-38.258819580078125,955,0.5584172010421753,0.9545643925666809,43455,0.0003,45,93.12584532000001,43556,119.08,0.1732361763715744,136
-39.07786178588867,965,2.4615039825439453,-0.18579378724098206,43915,0.0003,45,93.25644528000002,44016,116.44,0.17976969480514526,140
-39.47129821777344,976,1.526673674583435,-0.28551962971687317,44466,0.0003,45,93.39822484,44567,109.49,0.176240012049675,144
-39.29367446899414,982,0.6277616024017334,0.1496700942516327,44778,0.0003,45,93.52970969,44879,104.55,0.1703750342130661,148
-32.79134750366211,992,0.5455579161643982,-0.383688747882843,45089,0.0003,45,93.53596634,45190,102.73,0.16026735305786133,152
-33.17890930175781,999,0.31141120195388794,-0.45280367136001587,45422,0.0003,45,93.55506464999999,45523,100.39,0.14995892345905304,156
-38.1926155090332,1005,0.5014383792877197,-0.3170763850212097,45734,0.0003,45,93.58151748,45835,99.35,0.14018268883228302,160
-38.742942810058594,1011,0.49321985244750977,-0.09663307666778564,46031,0.0003,45,93.60515475999999,46132,97.21,0.12917755544185638,164
-40.861000061035156,1018,0.2749784290790558,-0.4352063536643982,46384,0.0003,45,93.60940642999999,46485,96.85,0.11740826815366745,168
-41.12055206298828,1025,0.545636773109436,-0.9732189774513245,46690,0.0003,45,93.66080148,46791,94.88,0.10848107933998108,172
-33.212955474853516,1033,0.3443271517753601,-1.433078646659851,47092,0.0003,45,93.65496696,47193,95.09,0.0980248674750328,176
-40.88456726074219,1044,1.7488858699798584,-1.074133276939392,47649,0.0003,45,93.55336177000001,47750,97.81,0.08488162606954575,180
-35.75395584106445,1056,0.24387037754058838,-0.682964563369751,48212,0.0003,45,93.52919804000003,48313,99.78,0.07482289522886276,184
-40.43229675292969,1065,0.44360628724098206,0.8111475110054016,48632,0.0003,45,93.49062683000002,48733,100.63,0.07158539444208145,188
-41.76110076904297,1072,0.2735903859138489,0.34907469153404236,48982,0.0003,45,93.58302627000003,49083,99.55,0.07011209428310394,192
-36.66942596435547,1080,0.3883953392505646,0.039364442229270935,49375,0.0003,45,93.56223097,49476,100.32,0.07026470452547073,196
-38.15763854980469,1087,0.2682943642139435,0.41795802116394043,49753,0.0003,45,93.5499351,49854,100.98,0.070710688829422,200
-36.579139709472656,1096,0.33976519107818604,-0.7437538504600525,50184,0.0003,45,93.51793473,50285,102.22,0.07269396632909775,204
-40.76013946533203,1106,0.27205222845077515,-0.579537570476532,50608,0.0003,45,93.52278755000002,50709,102.32,0.0731767863035202,208
-40.320098876953125,1114,0.2809467911720276,0.5704757571220398,51025,0.0003,45,93.54051205000002,51126,101.9,0.07603286951780319,212
-41.34848403930664,1122,0.2908397912979126,0.21662381291389465,51425,0.0003,45,93.54402317,51526,101.95,0.07902772724628448,216
-42.381065368652344,1131,0.22888875007629395,-0.7819197773933411,51857,0.0003,45,93.58334305,51958,103.18,0.0805312916636467,220
-42.35281753540039,1138,0.8919085264205933,0.6491856575012207,52208,0.0003,45,93.58486979999998,52309,102.41,0.08242537081241608,224
-42.847633361816406,1145,0.27399903535842896,-0.6636554002761841,52538,0.0003,45,93.64655429,52639,101.74,0.08378981798887253,228
-39.15550231933594,1153,0.41180533170700073,1.0009568929672241,52938,0.0003,45,93.72495465999997,53039,101.87,0.08489680290222168,232
