time/fps,train/ent_coef,train/n_updates,train/actor_loss,train/learning_rate,time/time_elapsed,rollout/ep_len_mean,train/ent_coef_loss,time/episodes,train/critic_loss,time/total_timesteps,rollout/ep_rew_mean
51,0.31416696310043335,3875,-6.343208312988281,0.0003,77,994.0,-1.8689870834350586,4,0.08773040771484375,3976,-16.9813005
49,0.0962662324309349,7871,-6.445335388183594,0.0003,162,996.5,-3.6593573093414307,8,0.03375386446714401,7972,-34.378185375
48,0.03034549579024315,11867,-5.353810787200928,0.0003,246,997.3333333333334,-4.893331050872803,12,0.1712990403175354,11968,-35.919283166666666
47,0.011198095977306366,15863,-4.16872501373291,0.0003,332,997.75,-2.5274438858032227,16,0.21684224903583527,15964,-41.70837275
47,0.006404795218259096,19847,-2.1894731521606445,0.0003,417,997.4,-0.9983193874359131,20,0.0659697875380516,19948,-38.142711950000006
47,0.009197985753417015,23236,-1.8594462871551514,0.0003,489,972.375,2.0933656692504883,24,0.242701917886734,23337,-29.932064875
47,0.01479259878396988,25487,-4.811004161834717,0.0003,537,913.8571428571429,-1.099128246307373,28,0.2577897906303406,25588,-18.215896000000004
47,0.011582398787140846,26734,-2.5451760292053223,0.0003,563,838.59375,2.004729747772217,32,0.16057294607162476,26835,-5.029231999999999
47,0.024338405579328537,28909,-5.526613235473633,0.0003,610,805.8333333333334,3.001573085784912,36,0.09795719385147095,29010,1.1203280277777787
47,0.035075459629297256,30876,-11.173550605773926,0.0003,652,774.425,-0.8045113682746887,40,0.09778490662574768,30977,6.4587066250000005
47,0.034241318702697754,31958,-15.280391693115234,0.0003,676,728.6136363636364,0.11361198127269745,44,0.2533112168312073,32059,13.670624840909092
47,0.031779151409864426,32745,-19.37462615966797,0.0003,692,684.2916666666666,0.9366936683654785,48,0.36705827713012695,32846,19.714151104166667
47,0.024199774488806725,34069,-20.270008087158203,0.0003,721,657.1153846153846,-0.9654920101165771,52,0.4448690414428711,34170,24.15578328846154
47,0.024130746722221375,34592,-14.306167602539062,0.0003,733,619.5178571428571,1.0985558032989502,56,0.5542348027229309,34693,29.04333519642857
47,0.027477553114295006,34981,-22.377300262451172,0.0003,741,584.7,1.6946194171905518,60,0.8105058670043945,35082,33.445737083333334
47,0.03122659958899021,35340,-19.19793128967285,0.0003,749,553.765625,2.9131972789764404,64,1.0851510763168335,35441,37.2708670625
47,0.03492701053619385,35657,-26.382593154907227,0.0003,757,525.8529411764706,3.0177035331726074,68,2.982288360595703,35758,40.644745676470585
47,0.03879011049866676,35951,-21.320091247558594,0.0003,764,500.72222222222223,2.155468463897705,72,4.2613606452941895,36052,43.65464295833333
47,0.04284738376736641,36237,-21.901994705200195,0.0003,770,478.13157894736844,1.3357579708099365,76,0.5803017616271973,36338,46.337242473684206
47,0.047881972044706345,36543,-26.76439094543457,0.0003,777,458.05,4.169824600219727,80,0.4198482930660248,36644,48.7510838375
47,0.058723900467157364,37105,-26.586061477661133,0.0003,789,442.92857142857144,2.9606220722198486,84,0.6282312273979187,37206,50.81280055952381
47,0.06463933736085892,37417,-29.233182907104492,0.0003,797,426.34090909090907,2.2272353172302246,88,0.581476092338562,37518,52.79682726136364
47,0.07598147541284561,37893,-30.73798942565918,0.0003,807,412.9782608695652,2.1840291023254395,92,1.0177558660507202,37994,54.54996967391304
47,0.08250340074300766,38197,-31.098487854003906,0.0003,814,398.9375,2.3465561866760254,96,0.8176109790802002,38298,56.19227923958334
46,0.09064214676618576,38582,-30.56564712524414,0.0003,823,386.83,0.9730542898178101,100,0.6098227500915527,38683,57.70319787000001
46,0.0963144451379776,38884,-33.301998138427734,0.0003,830,350.09,1.738853931427002,104,2.810617446899414,38985,62.161109320000016
46,0.10834161192178726,39464,-36.37862014770508,0.0003,842,315.93,0.19237318634986877,108,0.5831836462020874,39565,67.9305068
46,0.11362297832965851,39768,-35.241554260253906,0.0003,849,279.01,-0.5201972723007202,112,1.1040810346603394,39869,73.27509350999999
46,0.12989071011543274,40515,-45.657623291015625,0.0003,865,246.52,0.5474037528038025,116,0.9492033123970032,40616,79.23630940999999
46,0.14076963067054749,40890,-41.55420684814453,0.0003,873,210.43,0.946824312210083,120,0.9889332056045532,40991,83.94544226
46,0.15107461810112,41291,-34.25349426269531,0.0003,883,180.55,0.5917760729789734,124,0.44702503085136414,41392,87.25356158999999
46,0.1871749311685562,42519,-45.08258056640625,0.0003,909,170.32,0.2675870954990387,128,1.5721752643585205,42620,87.24580103999999
46,0.19321538507938385,42916,-43.21037673950195,0.0003,918,161.82,0.22986824810504913,132,0.7361078262329102,43017,87.49429970000003
46,0.1957409679889679,43579,-41.86874771118164,0.0003,932,146.7,-0.5798078775405884,136,1.7675597667694092,43680,89.08513102
46,0.196282297372818,43908,-48.84587860107422,0.0003,941,130.32,-0.07838299870491028,140,5.27279806137085,44009,90.65408301000001
46,0.19411499798297882,44700,-48.88963317871094,0.0003,958,127.42,0.17667244374752045,144,0.5629281401634216,44801,90.72148069999997
46,0.1904890537261963,45032,-46.27586364746094,0.0003,965,122.87,-0.3775177001953125,148,0.6054701805114746,45133,91.01560203
46,0.1901395469903946,45356,-50.1668701171875,0.0003,972,112.87,-0.7959854006767273,152,0.6290122270584106,45457,91.67225954
46,0.18692782521247864,45683,-46.02792739868164,0.0003,980,110.91,0.036468878388404846,156,0.671292245388031,45784,91.73410435
46,0.18366870284080505,46001,-46.76777648925781,0.0003,987,110.2,-0.2971905469894409,160,0.39625853300094604,46102,91.70809536000003
