train/actor_loss,time/time_elapsed,train/critic_loss,train/ent_coef_loss,train/n_updates,train/learning_rate,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,time/episodes
-6.2997212409973145,99,0.0018107133219018579,-2.0172479152679443,3895,0.0003,40,-46.56897825,3996,999.0,0.3110385835170746,4
-6.992166996002197,184,0.018625590950250626,-3.460606336593628,7621,0.0003,41,-32.696371125,7722,965.25,0.10341541469097137,8
-6.32666015625,274,0.05046915262937546,-4.073397636413574,11580,0.0003,42,-25.39529416666667,11681,973.4166666666666,0.03303446248173714,12
-5.861495018005371,354,0.10718289762735367,-3.781555652618408,15071,0.0003,42,-25.242412124999998,15172,948.25,0.013501731678843498,16
-4.851299285888672,437,0.14834657311439514,1.4555575847625732,18622,0.0003,42,-25.316040299999997,18723,936.15,0.006933336611837149,20
-5.411523818969727,503,0.7114276885986328,2.0496859550476074,21490,0.0003,42,-21.818012166666666,21591,899.625,0.01622524857521057,24
-4.037922382354736,575,0.07243479788303375,0.9698715209960938,24538,0.0003,42,-9.048347892857143,24639,879.9642857142857,0.03730596974492073,28
-5.7186784744262695,624,0.27292168140411377,-0.8076624274253845,26506,0.0003,42,-1.1620046874999996,26607,831.46875,0.033468931913375854,32
-6.712518692016602,648,0.4352681636810303,0.42396265268325806,27260,0.0003,42,9.243964972222223,27361,760.0277777777778,0.029813392087817192,36
-5.346010208129883,664,0.38766270875930786,-0.6565942168235779,27827,0.0003,42,17.6244869,27928,698.2,0.0299369003623724,40
-5.223089218139648,685,0.39849817752838135,0.8069292306900024,28589,0.0003,41,24.405076681818183,28690,652.0454545454545,0.034142348915338516,44
-11.482451438903809,699,0.36885297298431396,0.5215064287185669,29112,0.0003,41,30.086704520833337,29213,608.6041666666666,0.03566652163863182,48
-11.43596076965332,721,0.309405118227005,0.5981012582778931,29997,0.0003,41,34.648662365384624,30098,578.8076923076923,0.04207446798682213,52
-15.085718154907227,734,1.0254011154174805,0.8760014772415161,30510,0.0003,41,38.81197396428571,30611,546.625,0.04798664525151253,56
-11.958276748657227,750,0.4065817892551422,2.4614086151123047,31051,0.0003,41,42.44191031666666,31152,519.2,0.05626825615763664,60
-15.611125946044922,762,0.3728162348270416,1.9561221599578857,31578,0.0003,41,45.557747828125,31679,494.984375,0.06813811510801315,64
-13.19383430480957,774,0.32110148668289185,1.924137830734253,32057,0.0003,41,48.30147151470588,32158,472.9117647058824,0.07466249912977219,68
-19.903785705566406,784,0.3239377737045288,0.3323773443698883,32460,0.0003,41,50.83774270833333,32561,452.2361111111111,0.08246900886297226,72
-19.192264556884766,795,1.001432180404663,-0.09467659145593643,32844,0.0003,41,53.106321131578945,32945,433.4868421052632,0.09051766991615295,76
-22.507213592529297,805,3.233694076538086,2.6983251571655273,33298,0.0003,41,55.087965637500005,33399,417.4875,0.0984448492527008,80
-17.657066345214844,814,1.285881757736206,0.7266027331352234,33620,0.0003,41,56.99292588095239,33721,401.4404761904762,0.1024770438671112,84
-17.366287231445312,823,1.086389183998108,-0.2495231032371521,33991,0.0003,41,58.67018776136363,34092,387.40909090909093,0.10669942200183868,88
-20.664783477783203,852,0.629595935344696,-0.4465867578983307,35208,0.0003,41,58.31217181521738,35309,383.79347826086956,0.1133808046579361,92
-20.91317367553711,859,2.111874580383301,0.1673562228679657,35513,0.0003,41,59.823287802083335,35614,370.9791666666667,0.11507125198841095,96
-31.528911590576172,870,0.39882326126098633,0.28348779678344727,35906,0.0003,41,61.17198528,36007,360.07,0.11897791922092438,100
-31.1168212890625,898,0.8069040775299072,-0.04546809196472168,37135,0.0003,41,65.35298302999999,37236,332.4,0.1459561139345169,104
-24.140789031982422,906,0.510786771774292,-0.39928197860717773,37443,0.0003,41,69.86474744,37544,298.22,0.150296151638031,108
-31.789411544799805,913,0.4021522104740143,0.9033887386322021,37757,0.0003,41,74.07689479,37858,261.77,0.1553291380405426,112
-31.54306983947754,922,0.464428186416626,0.46639782190322876,38150,0.0003,41,78.82515905999999,38251,230.79,0.1539449244737625,116
-37.42145538330078,947,0.700655996799469,0.4481995403766632,39316,0.0003,41,83.15687837000002,39417,206.94,0.1749705672264099,120
-38.19380187988281,956,0.7990233898162842,-0.3470662534236908,39707,0.0003,41,87.06546907,39808,182.17,0.17734545469284058,124
-36.34937286376953,968,0.7916561365127563,-0.06998611986637115,40270,0.0003,41,88.06595989000002,40371,157.32,0.17046751081943512,128
-40.139930725097656,993,0.5821412801742554,-0.6231788396835327,41435,0.0003,41,89.11766722999997,41536,149.29,0.15115994215011597,132
-39.41901397705078,1004,0.3693748712539673,-0.3189573287963867,41966,0.0003,41,89.10278141999999,42067,147.06,0.13720861077308655,136
-35.1855354309082,1011,0.3627457022666931,0.23956269025802612,42273,0.0003,41,89.17436900000003,42374,144.46,0.1282046139240265,140
-37.78592300415039,1017,0.39672544598579407,-0.7475793361663818,42568,0.0003,41,89.26833302000001,42669,139.79,0.12140409648418427,144
-40.558799743652344,1026,0.5175127983093262,-0.5135183334350586,42955,0.0003,41,89.28801182,43056,138.43,0.1087830513715744,148
-35.17644119262695,1032,0.2826851010322571,-0.9413080215454102,43278,0.0003,41,89.49788417999999,43379,132.81,0.10000762343406677,152
-42.22182083129883,1041,0.3386203646659851,-0.6499403715133667,43677,0.0003,42,89.51489173000002,43778,131.67,0.09188900887966156,156
-47.36188888549805,1048,0.6097637414932251,0.2832154631614685,43978,0.0003,42,89.56719303,44079,129.27,0.08923085033893585,160
-39.79035949707031,1056,0.5283721089363098,-0.23014703392982483,44314,0.0003,42,89.68875053000002,44415,127.36,0.08553285896778107,164
-36.169227600097656,1063,0.28717464208602905,-1.100289225578308,44642,0.0003,42,89.79917885,44743,125.85,0.08307597786188126,168
-39.340274810791016,1069,0.23524783551692963,-0.08063992112874985,44941,0.0003,42,89.8254476,45042,124.81,0.08156666904687881,172
-43.04091262817383,1076,0.28712189197540283,-0.19309896230697632,45248,0.0003,42,89.85270915,45349,124.04,0.08170131593942642,176
-43.07604217529297,1082,0.22971630096435547,-0.4110552668571472,45542,0.0003,42,89.91734881000002,45643,122.44,0.08302810043096542,180
-39.14097595214844,1089,0.17899136245250702,-0.9105842113494873,45863,0.0003,42,89.87551832,45964,122.43,0.08265408128499985,184
-39.209259033203125,1099,0.2607552707195282,-0.468318372964859,46340,0.0003,42,89.85336294999998,46441,123.49,0.08057734370231628,188
-43.479576110839844,1114,0.3390522003173828,0.49296456575393677,47037,0.0003,42,91.48987298000002,47138,118.29,0.078791543841362,192
-43.98541259765625,1124,0.17570388317108154,-0.2843037545681,47494,0.0003,42,91.45861129000002,47595,119.81,0.07730196416378021,196
-52.474830627441406,1131,0.3330795168876648,-0.7410526275634766,47808,0.0003,42,91.51536014999999,47909,119.02,0.07599122077226639,200
-40.02165985107422,1158,0.17091430723667145,0.10113275796175003,49081,0.0003,42,92.41506473,49182,119.46,0.07827503234148026,204
