time/fps,train/ent_coef,train/n_updates,train/actor_loss,train/learning_rate,time/time_elapsed,rollout/ep_len_mean,train/ent_coef_loss,time/episodes,train/critic_loss,time/total_timesteps,rollout/ep_rew_mean
51,0.35765528678894043,3451,-6.920125961303711,0.0003,68,888.0,-1.6641428470611572,4,0.26117995381355286,3552,-14.143595999999999
50,0.11022821813821793,7447,-7.5720953941345215,0.0003,150,943.5,-3.132662773132324,8,0.045365117490291595,7548,-33.062252875
49,0.052497223019599915,10093,-5.518702507019043,0.0003,205,849.5,-3.4112496376037598,12,0.7786808013916016,10194,-4.845374999999997
49,0.03999266400933266,11154,-7.885272026062012,0.0003,228,703.4375,-2.756754159927368,16,0.7568280696868896,11255,17.5006214375
49,0.03340909257531166,12013,-7.936234474182129,0.0003,246,605.7,-1.686505675315857,20,0.44620901346206665,12114,32.38334415
49,0.030170921236276627,12660,-8.643842697143555,0.0003,259,531.7083333333334,-1.072869062423706,24,0.6281043291091919,12761,42.444901875000006
49,0.029753630980849266,13104,-10.38016128540039,0.0003,269,471.60714285714283,-0.0661708265542984,28,0.4342181086540222,13205,49.67361132142857
48,0.03168885037302971,13645,-10.84534740447998,0.0003,281,429.5625,0.9269484281539917,32,0.682000994682312,13746,55.0175181875
48,0.035711973905563354,14129,-17.838253021240234,0.0003,292,395.27777777777777,3.2275168895721436,36,0.39246702194213867,14230,59.17759836111111
48,0.04208522289991379,14637,-12.788044929504395,0.0003,303,368.45,0.3561842441558838,40,0.4243401885032654,14738,62.287665600000004
48,0.05808812752366066,15978,-20.86184310913086,0.0003,330,365.4318181818182,2.3367276191711426,44,0.5323699712753296,16079,64.25663854545455
48,0.06483056396245956,16424,-18.42042350769043,0.0003,341,344.2708333333333,3.193633556365967,48,0.5244807600975037,16525,66.719088625
48,0.07173723727464676,17027,-20.877883911132812,0.0003,354,329.38461538461536,1.051853895187378,52,0.9673117399215698,17128,68.72380571153846
48,0.07781685888767242,17565,-21.49339485168457,0.0003,365,315.4642857142857,0.7844852805137634,56,2.619600296020508,17666,70.38689126785714
48,0.08302859216928482,18020,-21.272289276123047,0.0003,375,302.01666666666665,1.21830415725708,60,0.9976539015769958,18121,71.88200508333333
48,0.09043470025062561,18459,-22.695911407470703,0.0003,385,290.0,0.6108577251434326,64,1.289486050605774,18560,73.1871216875
48,0.09649567306041718,18869,-25.77880859375,0.0003,395,278.97058823529414,1.7751063108444214,68,6.212045669555664,18970,74.36263799999999
48,0.10232865065336227,19373,-19.533817291259766,0.0003,405,270.47222222222223,0.05964881181716919,72,4.133620262145996,19474,75.3742533888889
47,0.1072494238615036,19801,-25.851964950561523,0.0003,414,261.86842105263156,1.0916318893432617,76,0.6923946142196655,19902,76.33194507894738
47,0.11516755819320679,20274,-25.776315689086914,0.0003,425,254.6875,0.5774678587913513,80,0.3996475338935852,20375,77.17235808749999
47,0.12305979430675507,20802,-30.33468246459961,0.0003,436,248.8452380952381,0.7318862080574036,84,0.8211603164672852,20903,77.91086657142857
