train/n_updates,time/total_timesteps,train/actor_loss,train/ent_coef_loss,time/fps,train/critic_loss,rollout/ep_len_mean,train/ent_coef,rollout/ep_rew_mean,train/learning_rate,time/episodes,time/time_elapsed
699,800,18.496463775634766,-0.3410359025001526,60,0.323818564414978,200.0,0.812450110912323,-1296.3519245,0.0003,4,13
1499,1600,44.55921936035156,-0.5209264159202576,52,0.32410740852355957,200.0,0.6480517983436584,-1400.3874613750002,0.0003,8,30
2299,2400,62.0426139831543,-0.7556048035621643,51,0.34719157218933105,200.0,0.5300623774528503,-1289.93165075,0.0003,12,46
3099,3200,74.46943664550781,-0.6633862853050232,50,0.59634929895401,200.0,0.4503561854362488,-1135.7346205625,0.0003,16,62
3899,4000,85.26983642578125,-0.1417665332555771,50,1.2501875162124634,200.0,0.3914969563484192,-1008.1056117499999,0.0003,20,79
4699,4800,81.93531036376953,-0.4371897280216217,50,1.939802885055542,200.0,0.3436523675918579,-939.9152023749999,0.0003,24,95
5499,5600,91.35458374023438,-0.1839633285999298,49,2.4129626750946045,200.0,0.2994341552257538,-836.0733999285713,0.0003,28,112
6299,6400,78.5267333984375,-0.3601921796798706,49,2.318087100982666,200.0,0.25617605447769165,-747.26970578125,0.0003,32,128
7099,7200,86.8942642211914,-0.7214115858078003,49,2.232710838317871,200.0,0.22159363329410553,-684.0521767777777,0.0003,36,144
7899,8000,79.84366607666016,0.05628206580877304,49,4.17425012588501,200.0,0.19333826005458832,-627.90437425,0.0003,40,160
8699,8800,72.38330078125,0.13199278712272644,49,10.176952362060547,200.0,0.16946208477020264,-576.4009992272727,0.0003,44,176
9499,9600,66.32328033447266,-0.1391843557357788,49,2.284633159637451,200.0,0.14649343490600586,-538.5999344583333,0.0003,48,192
10299,10400,63.401336669921875,-0.3568401634693146,49,6.432883262634277,200.0,0.1258876919746399,-509.4233305961539,0.0003,52,209
11099,11200,58.90028381347656,-0.985120415687561,49,3.6571550369262695,200.0,0.10888928174972534,-481.8459233214286,0.0003,56,225
11899,12000,65.1318359375,0.15455201268196106,49,3.0678436756134033,200.0,0.09711819887161255,-461.7583707333334,0.0003,60,241
12699,12800,59.95891571044922,0.3090020716190338,49,3.0069775581359863,200.0,0.08577939122915268,-444.11884723437504,0.0003,64,257
13499,13600,59.12565612792969,1.2201896905899048,49,2.551025152206421,200.0,0.07712067663669586,-431.6850066764706,0.0003,68,273
14299,14400,50.37272262573242,-0.20351283252239227,49,2.530137538909912,200.0,0.06986186653375626,-414.3135351111111,0.0003,72,289
15099,15200,50.72427749633789,0.08176753669977188,49,2.045912265777588,200.0,0.06423357129096985,-400.3232129210526,0.0003,76,305
15899,16000,30.195308685302734,-0.38936716318130493,49,1.594801902770996,200.0,0.062313225120306015,-390.45179909999996,0.0003,80,322
16699,16800,34.93027877807617,-1.0579440593719482,49,1.8142650127410889,200.0,0.061947859823703766,-376.2487846666666,0.0003,84,338
17499,17600,34.4933967590332,-1.4233988523483276,49,1.5281081199645996,200.0,0.05716059356927872,-365.93045992045455,0.0003,88,354
18299,18400,32.74851989746094,-0.09848932921886444,49,3.1523842811584473,200.0,0.052308302372694016,-353.89650898913044,0.0003,92,371
19099,19200,27.96364974975586,-0.5840163230895996,49,1.6498560905456543,200.0,0.0494963638484478,-344.1876371875,0.0003,96,387
19899,20000,39.24846649169922,0.09489300847053528,49,0.95024174451828,200.0,0.04609084129333496,-337.51006234,0.0003,100,403
20699,20800,11.94509220123291,-1.1874668598175049,49,1.7157068252563477,200.0,0.04456373676657677,-292.75152971999995,0.0003,104,419
21499,21600,36.626583099365234,-0.8907679915428162,49,0.9919614791870117,200.0,0.04270641505718231,-237.38816584,0.0003,108,435
22299,22400,36.98458480834961,2.3503212928771973,49,0.9204725027084351,200.0,0.03766963630914688,-200.56097644,0.0003,112,451
23099,23200,23.560932159423828,-0.45025062561035156,49,0.7561637163162231,200.0,0.0372212678194046,-179.50473615999996,0.0003,116,467
23899,24000,23.144275665283203,-1.067138910293579,49,0.5214605331420898,200.0,0.032128021121025085,-164.23199320999996,0.0003,120,483
24699,24800,35.52171325683594,-0.9448221921920776,49,0.4334437847137451,200.0,0.02971322275698185,-145.06972419,0.0003,124,500
25499,25600,23.636240005493164,0.5572537183761597,49,1.6050230264663696,200.0,0.028767716139554977,-138.99749708,0.0003,128,516
26299,26400,24.30544662475586,-0.6997495293617249,49,0.6760234832763672,200.0,0.027732381597161293,-138.46288002,0.0003,132,532
27099,27200,29.13050651550293,0.4810250401496887,49,1.1849828958511353,200.0,0.026335548609495163,-138.26418046,0.0003,136,547
27899,28000,24.63543701171875,0.0828901082277298,49,3.9520931243896484,200.0,0.02427768148481846,-139.28274940999998,0.0003,140,564
28699,28800,24.49516487121582,-1.4418400526046753,49,0.4294956624507904,200.0,0.02174101583659649,-142.85250302,0.0003,144,580
29499,29600,23.128293991088867,-0.5678337812423706,49,2.5415749549865723,200.0,0.02088441140949726,-145.13642387,0.0003,148,596
