rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/ent_coef_loss,train/actor_loss,time/time_elapsed,train/critic_loss,train/ent_coef,train/learning_rate,time/episodes
50.0,99,-43.448938000000005,200,94,-0.09871432185173035,-1.6356308460235596,2,0.28391921520233154,0.9709315299987793,0.0003,4
50.0,299,-42.939462625000004,400,65,-0.30166253447532654,-1.9602664709091187,6,0.1901339292526245,0.9143567085266113,0.0003,8
50.0,499,-42.99141016666667,600,59,-0.5024322867393494,-1.9410301446914673,10,0.19033388793468475,0.8610666990280151,0.0003,12
50.0,699,-43.03509775,800,56,-0.7018699049949646,-2.043586015701294,14,0.1574484258890152,0.8108180165290833,0.0003,16
50.0,899,-42.68476,1000,52,-0.8989290595054626,-2.207979679107666,19,0.16109347343444824,0.7637656927108765,0.0003,20
50.0,1099,-41.817194666666666,1200,49,-1.054985761642456,-2.2473855018615723,24,0.054734006524086,0.7197381258010864,0.0003,24
50.0,1299,-40.83873839285713,1400,48,-1.1996676921844482,-2.2407443523406982,28,0.09219911694526672,0.678546667098999,0.0003,28
50.0,1499,-40.16794971875,1600,48,-1.4466054439544678,-2.245795965194702,32,0.06118139997124672,0.6398657560348511,0.0003,32
50.0,1699,-39.53983344444444,1800,48,-1.609055995941162,-2.01578950881958,37,0.07327401638031006,0.6034823656082153,0.0003,36
50.0,1899,-38.562368500000005,2000,48,-1.7841459512710571,-2.004849433898926,41,0.04200316220521927,0.5692218542098999,0.0003,40
50.0,2099,-37.68352681818182,2200,48,-1.8685508966445923,-1.864532709121704,45,0.03145573288202286,0.5371177196502686,0.0003,44
50.0,2299,-37.335122750000004,2400,48,-2.0750555992126465,-1.7333533763885498,49,0.04272931069135666,0.5068135857582092,0.0003,48
50.0,2499,-36.570109307692306,2600,48,-2.1951630115509033,-1.666061282157898,54,0.04906752333045006,0.47835367918014526,0.0003,52
50.0,2699,-35.80352057142857,2800,47,-2.266777992248535,-1.6551690101623535,59,0.03942091017961502,0.45160552859306335,0.0003,56
50.0,2899,-35.25567616666667,3000,47,-2.5108821392059326,-1.2703289985656738,63,0.03139176219701767,0.42640987038612366,0.0003,60
50.0,3099,-34.58241434375,3200,47,-2.793374538421631,-1.2237725257873535,67,0.026696112006902695,0.40269386768341064,0.0003,64
50.0,3299,-33.86591183823529,3400,47,-2.8917598724365234,-0.9598774909973145,71,0.01972130686044693,0.3804749548435211,0.0003,68
50.0,3499,-33.42807763888888,3600,47,-2.902437925338745,-0.838417649269104,76,0.020945925265550613,0.3595333695411682,0.0003,72
50.0,3699,-32.98570219736841,3800,47,-2.973426580429077,-0.44620802998542786,80,0.015608514659106731,0.3398027718067169,0.0003,76
50.0,3899,-32.709102175,4000,47,-3.054597854614258,-0.27979978919029236,84,0.01815936528146267,0.32131144404411316,0.0003,80
50.0,4099,-32.21587488095238,4200,47,-3.22035813331604,0.007235143333673477,88,0.036639899015426636,0.3038083612918854,0.0003,84
50.0,4299,-31.712993056818178,4400,47,-3.2049312591552734,0.19796016812324524,92,0.029439721256494522,0.28735965490341187,0.0003,88
50.0,4499,-31.15961794565217,4600,47,-3.590165138244629,0.5256548523902893,96,0.027241546660661697,0.27187013626098633,0.0003,92
50.0,4699,-30.781776072916667,4800,47,-3.6802334785461426,0.7727593779563904,100,0.05217758193612099,0.25722673535346985,0.0003,96
50.0,4899,-30.326021870000005,5000,47,-3.459031105041504,0.9423359632492065,104,0.028181642293930054,0.2433575540781021,0.0003,100
50.0,5099,-29.31971786,5200,48,-3.7029993534088135,1.0711039304733276,108,0.014021774753928185,0.23033462464809418,0.0003,104
50.0,5299,-28.429589180000004,5400,48,-3.8209969997406006,1.3821995258331299,112,0.015705280005931854,0.21802429854869843,0.0003,108
